’	'	ἒ	e)\	x--------
’τούς	'tou/s	ἔτος	e)/tos	n-s---ng-
’τοῦ	'tou=	ἀτάομαι	a)ta/omai	v2siip---
’τοῦ	'tou=	ἀτάομαι	a)ta/omai	v2spmp---
’τοῦ	'tou=	ἀτάομαι	a)ta/omai	v2siip---
’τοῦ	'tou=	ἔτης	e)/ths	n-s---mg-
’τά	'ta/	ἔτης	e)/ths	n-d---mn-
’τά	'ta/	ἔτης	e)/ths	n-d---mv-
’τά	'ta/	ἔτης	e)/ths	n-d---ma-
’τά	'ta/	ἔτης	e)/ths	n-s---mv-
’τά	'ta/	ἔτης	e)/ths	n-s---mg-
’τά	'ta/	ἔτης	e)/ths	n-s---mn-
’τά	'ta/	ἔτος	e)/tos	n-p---nn-
’τά	'ta/	ἔτος	e)/tos	n-p---nv-
’τά	'ta/	ἔτος	e)/tos	n-p---na-
’τάς	'ta/s	ἔται	e)/tai	n-p---ma-
’τάς	'ta/s	ἔτης	e)/ths	n-p---ma-
’τάς	'ta/s	ἔτης	e)/ths	n-s---mn-
’τήν	'th/n	ἔτης	e)/ths	n-s---ma-
’τήν	'th/n	ἔτος	e)/tos	n-s---na-
’τῇ	'th=|	ἀτάομαι	a)ta/omai	v2spsp---
’τῇ	'th=|	ἀτάομαι	a)ta/omai	v2spip---
’τῇ	'th=|	ἀτάομαι	a)ta/omai	v2spsp---
’τῇ	'th=|	ἀτάομαι	a)ta/omai	v2spip---
’τῇ	'th=|	ἐτάζω	e)ta/zw	v2sfim---
’τῇ	'th=|	ἐτάζω	e)ta/zw	v3sfia---
’τῶν	'tw=n	ἄτη	a)/th	n-p---fg-
’τῶν	'tw=n	ἀτέω	a)te/w	v-sppamn-
’τῶν	'tw=n	ἔται	e)/tai	n-p---mg-
’τῶν	'tw=n	ἔτης	e)/ths	n-p---mg-
’τῶν	'tw=n	ἔτος	e)/tos	n-p---ng-
’τῶν	'tw=n	ἐτάζω	e)ta/zw	v-sfpamv-
’τῶν	'tw=n	ἐτάζω	e)ta/zw	v-sfpann-
’τῶν	'tw=n	ἐτάζω	e)ta/zw	v-sfpanv-
’τῶν	'tw=n	ἐτάζω	e)ta/zw	v-sfpana-
’τῶν	'tw=n	ἐτάζω	e)ta/zw	v-sfpamn-
’τῷ	'tw=|	ἐτάζω	e)ta/zw	v3sfoa---
’φίλους	'fi/lous	ἄφιλος	a)/filos	n-p---ma-
’φίλους	'fi/lous	ἄφιλος	a)/filos	n-p---fa-
’φίλους	'fi/lous	φιλόω	filo/w	v2siia---
’φόρους	'fo/rous	ἄφορος	a)/foros	n-p---ma-
’φόρους	'fo/rous	ἄφορος	a)/foros	n-p---fa-
’φόρους	'fo/rous	ἔφορος	e)/foros	n-p---ma-
Αἱ	*ai(	ὁ	o(	l-p---fn-
Αἱ	*ai(	ὁ	o(	l-p---fv-
Αἶρε	*ai)=re	αἴρω	ai)/rw	v2spma---
Αἶρε	*ai)=re	αἴρω	ai)/rw	v3siia---
Αὐγούστου	*au)gou/stou	Αὔγουστος	*au)/goustos	a-s---mg-
Αὐγούστου	*au)gou/stou	Αὔγουστος	*au)/goustos	a-s---ng-
Αὐγούστου	*au)gou/stou	Αὔγουστος	*au)/goustos	n-s---mg-
Βαρθολομαῖον	*barqolomai=on	Βαρθολομαῖος	*barqolomai=os	a-s---ma-
Βαρθολομαῖον	*barqolomai=on	Βαρθολομαῖος	*barqolomai=os	a-s---nn-
Βαρθολομαῖον	*barqolomai=on	Βαρθολομαῖος	*barqolomai=os	a-s---nv-
Βαρθολομαῖον	*barqolomai=on	Βαρθολομαῖος	*barqolomai=os	a-s---na-
Βλέπεις	*ble/peis	βλέπω	ble/pw	v2spia---
Βλέπετε	*ble/pete	βλέπω	ble/pw	v2ppma---
Βλέπετε	*ble/pete	βλέπω	ble/pw	v2ppia---
Βλέπετε	*ble/pete	βλέπω	ble/pw	v2piia---
Γαλιλαίαν	*galilai/an	Γαλιλαία	*galilai/a	n-s---fa-
Γαλιλαίαν	*galilai/an	Γαλιλαῖος	*galilai=os	a-s---fa-
Γαλιλαίας	*galilai/as	Γαλιλαία	*galilai/a	n-p---fa-
Γαλιλαίας	*galilai/as	Γαλιλαία	*galilai/a	n-s---fg-
Γαλιλαίας	*galilai/as	Γαλιλαῖος	*galilai=os	a-p---fa-
Γαλιλαίας	*galilai/as	Γαλιλαῖος	*galilai=os	a-s---fg-
Γαλιλαίους	*galilai/ous	Γαλιλαῖος	*galilai=os	a-p---ma-
Γαλιλαίων	*galilai/wn	Γαλιλαῖος	*galilai=os	a-p---fg-
Γαλιλαίων	*galilai/wn	Γαλιλαῖος	*galilai=os	a-p---mg-
Γαλιλαίων	*galilai/wn	Γαλιλαῖος	*galilai=os	a-p---ng-
Γαλιλαίᾳ	*galilai/a|	Γαλιλαία	*galilai/a	n-s---fd-
Γαλιλαίᾳ	*galilai/a|	Γαλιλαῖος	*galilai=os	a-s---fd-
Γαλιλαῖοι	*galilai=oi	Γαλιλαῖος	*galilai=os	a-p---mn-
Γαλιλαῖοι	*galilai=oi	Γαλιλαῖος	*galilai=os	a-p---mv-
Γαλιλαῖός	*galilai=o/s	Γαλιλαῖος	*galilai=os	a-s---mn-
Γεννήματα	*gennh/mata	γέννημα	ge/nnhma	n-p---nn-
Γεννήματα	*gennh/mata	γέννημα	ge/nnhma	n-p---nv-
Γεννήματα	*gennh/mata	γέννημα	ge/nnhma	n-p---na-
Γενομένης	*genome/nhs	γίγνομαι	gi/gnomai	v-sapmfg-
Γερασηνῶν	*gerashnw=n	Γερασηνός	*gerashno/s	n-p---mg-
Γυναῖκα	*gunai=ka	γυνή	gunh/	n-s---fa-
Γέγραπται	*ge/graptai	γράφω	gra/fw	v3srie---
Γύναι	*gu/nai	γυνή	gunh/	n-s---fv-
Δαιμόνιον	*daimo/nion	δαιμόνιον	daimo/nion	n-s---nn-
Δαιμόνιον	*daimo/nion	δαιμόνιον	daimo/nion	n-s---nv-
Δαιμόνιον	*daimo/nion	δαιμόνιον	daimo/nion	n-s---na-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	a-s---ma-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	a-s---nn-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	a-s---nv-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	a-s---na-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	n-s---ma-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	n-s---fa-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	n-s---nn-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	n-s---nv-
Δαιμόνιον	*daimo/nion	δαιμόνιος	daimo/nios	n-s---na-
Δαιμόνιον	*daimo/nion	δαιμονάω	daimona/w	v3piia---
Δαιμόνιον	*daimo/nion	δαιμονάω	daimona/w	v1siia---
Δείξατέ	*dei/cate/	δείκνυμι	dei/knumi	v2pama---
Δείξατέ	*dei/cate/	δείκνυμι	dei/knumi	v2paia---
Δεῖ	*dei=	Δεύς	*deu/s	n-s---md-
Δεῖ	*dei=	δέομαι	de/omai	v2spie---
Δεῖ	*dei=	δέω1	de/w1	v2spie---
Δεῖ	*dei=	δέω1	de/w1	v2spma---
Δεῖ	*dei=	δέω1	de/w1	v3spia---
Δεῖ	*dei=	δέω1	de/w1	v3siia---
Δεῖ	*dei=	δέω2	de/w2	v2spie---
Δεῖ	*dei=	δέω2	de/w2	v2spma---
Δεῖ	*dei=	δέω2	de/w2	v3spia---
Δεῖ	*dei=	δέω2	de/w2	v3siia---
Δεῖ	*dei=	δεῖ	dei=	v3siia---
Διδάσκαλε	*dida/skale	διδάσκαλος	dida/skalos	n-s---mv-
Διδάσκαλε	*dida/skale	διδάσκαλος	dida/skalos	n-s---fv-
Διά	*dia/	Ζεύς	*zeu/s	n-s---ma-
Διά	*dia/	διά	dia/	r--------
Διέλθωμεν	*die/lqwmen	διέρχομαι	die/rxomai	v1pasa---
Διέλθωμεν	*die/lqwmen	διέρχομαι	die/rxomai	v1pasa---
Δοκεῖτε	*dokei=te	δοκέω	doke/w	v2ppma---
Δοκεῖτε	*dokei=te	δοκέω	doke/w	v2ppoa---
Δοκεῖτε	*dokei=te	δοκέω	doke/w	v2ppia---
Δοκεῖτε	*dokei=te	δοκέω	doke/w	v2piia---
Δοῦλοι	*dou=loi	δοῦλος	dou=los	a-p---mn-
Δοῦλοι	*dou=loi	δοῦλος	dou=los	a-p---mv-
Δοῦλοι	*dou=loi	δοῦλος	dou=los	n-p---mn-
Δοῦλοι	*dou=loi	δοῦλος	dou=los	n-p---mv-
Δέξαι	*de/cai	δέχομαι	de/xomai	v2samm---
Δέξαι	*de/cai	δείκνυμι	dei/knumi	v2samm---
Δέξαι	*de/cai	δείκνυμι	dei/knumi	v--ana---
Δέξαι	*de/cai	δείκνυμι	dei/knumi	v3saoa---
Δόξα	*do/ca	δόξα	do/ca	n-d---fn-
Δόξα	*do/ca	δόξα	do/ca	n-d---fv-
Δόξα	*do/ca	δόξα	do/ca	n-d---fa-
Δόξα	*do/ca	δόξα	do/ca	n-s---fn-
Δόξα	*do/ca	δόξα	do/ca	n-s---fv-
Δόξα	*do/ca	δοκέω	doke/w	v1saia---
Δός	*do/s	δίδωμι	di/dwmi	v2sama---
Δότε	*do/te	δίδωμι	di/dwmi	v2pama---
Δότε	*do/te	δίδωμι	di/dwmi	v2paia---
Δότε	*do/te	δίδωμι	di/dwmi	v2paia---
Δύνοντος	*du/nontos	δύω2	du/w2	v-sppamg-
Δύνοντος	*du/nontos	δύω2	du/w2	v-sppang-
Εἰ	*ei)	εἰ	ei)	c--------
Εἰπόν	*ei)po/n	εἶπον	ei)=pon	v2sama---
Εἰπόν	*ei)po/n	εἶπον	ei)=pon	v-sapamv-
Εἰπόν	*ei)po/n	εἶπον	ei)=pon	v-sapann-
Εἰπόν	*ei)po/n	εἶπον	ei)=pon	v-sapanv-
Εἰπόν	*ei)po/n	εἶπον	ei)=pon	v-sapana-
Εἰρήνη	*ei)rh/nh	Εἰρήνη	*ei)rh/nh	n-s---fn-
Εἰρήνη	*ei)rh/nh	Εἰρήνη	*ei)rh/nh	n-s---fv-
Εἰρήνη	*ei)rh/nh	εἰρήνη	ei)rh/nh	n-s---fn-
Εἰρήνη	*ei)rh/nh	εἰρήνη	ei)rh/nh	n-s---fv-
Εἰρήνη	*ei)rh/nh	εἰρηνέω	ei)rhne/w	v2spma---
Εἰρήνη	*ei)rh/nh	εἰρηνέω	ei)rhne/w	v3siia---
Εἰσῆλθεν	*ei)sh=lqen	εἰσέρχομαι	ei)se/rxomai	v3saia---
Εἰσῆλθεν	*ei)sh=lqen	εἰσέρχομαι	ei)se/rxomai	v3saia---
Εἴ	*ei)/	εἰ	ei)	c--------
Εἴδομεν	*ei)/domen	εἶδον	ei)=don	v1paia---
Εἴδομεν	*ei)/domen	οἶδα	oi)=da	v1prsa---
Εἴρηται	*ei)/rhtai	ἔρομαι	e)/romai	v3spse---
Εἴρηται	*ei)/rhtai	ἐρῶ	e)rw=	v3srie---
Εἴρηται	*ei)/rhtai	εἴρω	ei)/rw	v3sasm---
Εἴρηται	*ei)/rhtai	εἴρω	ei)/rw	v3spse---
Εἴρηται	*ei)/rhtai	εἴρω2	ei)/rw2	v3spsm---
Εἶπαν	*ei)=pan	εἶπον	ei)=pon	v-sapann-
Εἶπαν	*ei)=pan	εἶπον	ei)=pon	v-sapanv-
Εἶπαν	*ei)=pan	εἶπον	ei)=pon	v-sapana-
Εἶπαν	*ei)=pan	εἶπον	ei)=pon	v3paia---
Εἶπαν	*ei)=pan	εἶπον	ei)=pon	v3paia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	v3saia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	v3saia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	v3saia---
Εἶπεν	*ei)=pen	εἶπον	ei)=pon	v3saia---
Εἷς	*ei(=s	εἷς	ei(=s	n-s---mn-
Εὐθέως	*eu)qe/ws	εὐθέως	eu)qe/ws	d--------
Εὐθέως	*eu)qe/ws	εὐθής	eu)qh/s	x--------
Εὐθέως	*eu)qe/ws	εὐθύσ1	eu)qu/s1	x--------
Εὐθέως	*eu)qe/ws	εὐθύσ2	eu)qu/s2	d--------
Εὐκοπώτερον	*eu)kopw/teron	εὔκοπος	eu)/kopos	n-s---ma-
Εὐκοπώτερον	*eu)kopw/teron	εὔκοπος	eu)/kopos	n-s---nn-
Εὐκοπώτερον	*eu)kopw/teron	εὔκοπος	eu)/kopos	n-s---nv-
Εὐκοπώτερον	*eu)kopw/teron	εὔκοπος	eu)/kopos	n-s---na-
Εὐκοπώτερον	*eu)kopw/teron	εὔκοπος	eu)/kopos	x--------
Εὐλογητός	*eu)loghto/s	εὐλογητός	eu)loghto/s	a-s---mn-
Εὖγε	*eu)=ge	εὖγε	eu)=ge	d--------
Ζακχαῖε	*zakxai=e	Ζακχαῖος	*zakxai=os	a-s---mv-
Ζακχαῖος	*zakxai=os	Ζακχαῖος	*zakxai=os	a-s---mn-
Ζαχαρία	*zaxari/a	Ζαχαρίας	*zaxari/as	n-s---mv-
Ζαχαρία	*zaxari/a	Ζαχαρίας	*zaxari/as	n-s---mg-
Ζαχαρίαν	*zaxari/an	Ζαχαρίας	*zaxari/as	n-s---ma-
Ζαχαρίας	*zaxari/as	Ζαχαρίας	*zaxari/as	n-s---mn-
Ζαχαρίου	*zaxari/ou	Ζαχαρίας	*zaxari/as	n-s---mg-
Ζεβεδαίου	*zebedai/ou	Ζεβεδαῖος	*zebedai=os	n-s---mg-
Ζεύγη	*zeu/gh	ζεῦγος	zeu=gos	n-p---nn-
Ζεύγη	*zeu/gh	ζεῦγος	zeu=gos	n-p---nv-
Ζεύγη	*zeu/gh	ζεῦγος	zeu=gos	n-p---na-
Ζεύγη	*zeu/gh	ζεῦγος	zeu=gos	n-d---nn-
Ζεύγη	*zeu/gh	ζεῦγος	zeu=gos	n-d---nv-
Ζεύγη	*zeu/gh	ζεῦγος	zeu=gos	n-d---na-
Ζηλωτήν	*zhlwth/n	Ζηλωτής	*zhlwth/s	n-s---ma-
Ζηλωτήν	*zhlwth/n	ζηλωτής	zhlwth/s	n-s---ma-
Ζηλωτήν	*zhlwth/n	ζηλωτός	zhlwto/s	a-s---fa-
Ηὐλήσαμεν	*hu)lh/samen	αὐλέω	au)le/w	v1paia---
Θεόφιλε	*qeo/file	Θεόφιλος	*qeo/filos	n-s---mv-
Θεόφιλε	*qeo/file	θεόφιλος	qeo/filos	n-s---mv-
Θεόφιλε	*qeo/file	θεόφιλος	qeo/filos	n-s---fv-
Θυγατέρες	*qugate/res	θυγάτηρ	quga/thr	n-p---fn-
Θυγατέρες	*qugate/res	θυγάτηρ	quga/thr	n-p---fv-
Θυγάτηρ	*quga/thr	θυγάτηρ	quga/thr	n-s---fn-
Θωμᾶν	*qwma=n	Θωμᾶς	*qwma=s	n-s---ma-
Θωμᾶν	*qwma=n	θαυμάζω	qauma/zw	v-sfpamv-
Θωμᾶν	*qwma=n	θαυμάζω	qauma/zw	v-sfpann-
Θωμᾶν	*qwma=n	θαυμάζω	qauma/zw	v-sfpanv-
Θωμᾶν	*qwma=n	θαυμάζω	qauma/zw	v-sfpana-
Θωμᾶν	*qwma=n	θαυμάζω	qauma/zw	v-sfpamn-
Θωμᾶν	*qwma=n	θαυμάζω	qauma/zw	v--fna---
Θωμᾶν	*qwma=n	θωμάζω	qwma/zw	v-sfpamv-
Θωμᾶν	*qwma=n	θωμάζω	qwma/zw	v-sfpann-
Θωμᾶν	*qwma=n	θωμάζω	qwma/zw	v-sfpanv-
Θωμᾶν	*qwma=n	θωμάζω	qwma/zw	v-sfpana-
Θωμᾶν	*qwma=n	θωμάζω	qwma/zw	v-sfpamn-
Θωμᾶν	*qwma=n	θωμάζω	qwma/zw	v--fna---
Θέλω	*qe/lw	ἐθέλω	e)qe/lw	v1spsa---
Θέλω	*qe/lw	ἐθέλω	e)qe/lw	v1spia---
Θέσθε	*qe/sqe	τίθημι	ti/qhmi	v2pamm---
Θέσθε	*qe/sqe	τίθημι	ti/qhmi	v2paim---
Καλόν	*kalo/n	καλός	kalo/s	a-s---ma-
Καλόν	*kalo/n	καλός	kalo/s	a-s---nn-
Καλόν	*kalo/n	καλός	kalo/s	a-s---nv-
Καλόν	*kalo/n	καλός	kalo/s	a-s---na-
Καλύψατε	*kalu/yate	καλύπτω	kalu/ptw	v2pama---
Καλύψατε	*kalu/yate	καλύπτω	kalu/ptw	v2paia---
Κατακλίνατε	*katakli/nate	κατακλίνω	katakli/nw	v2pama---
Κατακλίνατε	*katakli/nate	κατακλίνω	katakli/nw	v2paia---
Κατά	*kata/	κατά	kata/	r--------
Καφαρναούμ	*kafarnaou/m	Καφαρναούμ	*kafarnaou/m	n-s---m--
Καί	*kai/	καί	kai/	c--------
Καίσαρι	*kai/sari	Καῖσαρ	*kai=sar	n-s---md-
Καίσαρος	*kai/saros	Καῖσαρ	*kai=sar	n-s---mg-
Καύσων	*kau/swn	καίω	kai/w	v-sfpamn-
Καύσων	*kau/swn	καύσων	kau/swn	n-s---mn-
Καύσων	*kau/swn	καύσων	kau/swn	n-s---mv-
Καύσων	*kau/swn	καῦσος	kau=sos	n-p---mg-
Καύσων	*kau/swn	καυσόω	kauso/w	v3piia---
Καύσων	*kau/swn	καυσόω	kauso/w	v1siia---
Κρανίον	*krani/on	κραίνω	krai/nw	v-sfpamv-
Κρανίον	*krani/on	κραίνω	krai/nw	v-sfpann-
Κρανίον	*krani/on	κραίνω	krai/nw	v-sfpanv-
Κρανίον	*krani/on	κραίνω	krai/nw	v-sfpana-
Κρανίον	*krani/on	κρανίον	krani/on	n-s---nn-
Κρανίον	*krani/on	κρανίον	krani/on	n-s---nv-
Κρανίον	*krani/on	κρανίον	krani/on	n-s---na-
Κριτής	*krith/s	κριτής	krith/s	n-s---mn-
Κυρηναῖον	*kurhnai=on	Κυρηναῖος	*kurhnai=os	a-s---ma-
Κυρηναῖον	*kurhnai=on	Κυρηναῖος	*kurhnai=os	a-s---nn-
Κυρηναῖον	*kurhnai=on	Κυρηναῖος	*kurhnai=os	a-s---nv-
Κυρηναῖον	*kurhnai=on	Κυρηναῖος	*kurhnai=os	a-s---na-
Κύριε	*ku/rie	κύριος	ku/rios	n-s---mv-
Κύριε	*ku/rie	κύριος	ku/rios	a-s---mv-
Κύριε	*ku/rie	κύριος	ku/rios	n-s---mv-
Κύριε	*ku/rie	κύριος	ku/rios	n-s---fv-
Κύριός	*ku/rio/s	κύριος	ku/rios	n-s---mn-
Κύριός	*ku/rio/s	κύριος	ku/rios	a-s---mn-
Κύριός	*ku/rio/s	κύριος	ku/rios	n-s---mn-
Κύριός	*ku/rio/s	κύριος	ku/rios	n-s---fn-
Κύριός	*ku/rio/s	κῦρος	ku=ros	n-s---ng-
Λευίτης	*leui/ths	Λευίτης	*leui/ths	n-s---mn-
Λευίτης	*leui/ths	Λευίτης	*leui/ths	n-s---mn-
Λυσανίου	*lusani/ou	Λυσανίας	*lusani/as	n-s---mg-
Λυσανίου	*lusani/ou	λυσανίας	lusani/as	n-s---mg-
Λυσανίου	*lusani/ou	λυσανίης	lusani/hs	n-s---mg-
Λάβετε	*la/bete	λαμβάνω	lamba/nw	v2pama---
Λάβετε	*la/bete	λαμβάνω	lamba/nw	v2paia---
Λάζαρον	*la/zaron	Λάζαρος	*la/zaros	n-s---ma-
Λάζαρος	*la/zaros	Λάζαρος	*la/zaros	n-s---mn-
Λέγει	*le/gei	λέγω1	le/gw1	v2spie---
Λέγει	*le/gei	λέγω1	le/gw1	v3spia---
Λέγει	*le/gei	λέγω2	le/gw2	v2spie---
Λέγει	*le/gei	λέγω2	le/gw2	v3spia---
Λέγει	*le/gei	λέγω3	le/gw3	v2spie---
Λέγει	*le/gei	λέγω3	le/gw3	v3spia---
Λέγω	*le/gw	λέγος	le/gos	a-d---mn-
Λέγω	*le/gw	λέγος	le/gos	a-d---mv-
Λέγω	*le/gw	λέγος	le/gos	a-d---ma-
Λέγω	*le/gw	λέγος	le/gos	a-d---nn-
Λέγω	*le/gw	λέγος	le/gos	a-d---nv-
Λέγω	*le/gw	λέγος	le/gos	a-d---na-
Λέγω	*le/gw	λέγος	le/gos	a-s---mg-
Λέγω	*le/gw	λέγος	le/gos	a-s---ng-
Λέγω	*le/gw	λέγω1	le/gw1	v1spsa---
Λέγω	*le/gw	λέγω1	le/gw1	v1spia---
Λέγω	*le/gw	λέγω2	le/gw2	v1spsa---
Λέγω	*le/gw	λέγω2	le/gw2	v1spia---
Λέγω	*le/gw	λέγω3	le/gw3	v1spsa---
Λέγω	*le/gw	λέγω3	le/gw3	v1spia---
Λίθον	*li/qon	λίθος	li/qos	n-s---ma-
Μαγδαληνή	*magdalhnh/	Μαγδαληνή	*magdalhnh/	n-s---fn-
Μαγδαληνή	*magdalhnh/	Μαγδαληνή	*magdalhnh/	n-s---fv-
Μαθθαῖον	*maqqai=on	Μαθθαῖος	*maqqai=os	a-s---ma-
Μαθθαῖον	*maqqai=on	Μαθθαῖος	*maqqai=os	a-s---nn-
Μαθθαῖον	*maqqai=on	Μαθθαῖος	*maqqai=os	a-s---nv-
Μαθθαῖον	*maqqai=on	Μαθθαῖος	*maqqai=os	a-s---na-
