form	token_urn	expanded_form	presentation_form
Ζῆν’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:140.1.text.token2		Ζῆν’
Ζῆν’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1188.1.text.token4		Ζῆν’
αἰῶν’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:2.1.text.token4		αἰῶν’
αἴρετ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1264.1.text.token1		αἴρετ’
αὐτίκ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:154.1.text.token8		αὐτίκ’
αὐτίκ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:199.1.text.token6		αὐτίκ’
αὐτίκ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:594.1.text.token2		αὐτίκ’
αὔτ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:408.1.text.token2	αὔτε	αὔτε
αὖθ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1010.1.text.token7		αὖθ’
βαλόντ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:709.1.text.token6		βαλόντ’
βαλόντ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:714.1.text.token3		βαλόντ’
βλέπουσ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:313.1.text.token1		βλέπουσ’
βλέφ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:402.1.text.token3		βλέφ’
βουλεύσασ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:807.1.text.token6		βουλεύσασ’
βάντ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:113.1.text.token5		βάντ’
βᾶσ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:927.1.text.token3		βᾶσ’
γένοιντ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:905.1.text.token1		γένοιντ’
γένοιτ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:816.1.text.token2		γένοιτ’
γένοιτ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:955.1.text.token1		γένοιτ’
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:72.1.text.token4	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:80.1.text.token7	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:92.1.text.token11	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:321.1.text.token7	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:328.1.text.token4	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:331.1.text.token5	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:399.1.text.token6	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:415.1.text.token4	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:424.1.text.token5	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:425.1.text.token2	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:444.1.text.token9	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:461.1.text.token5	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:491.1.text.token3	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:590.1.text.token3	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:621.1.text.token7	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:625.1.text.token2	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:630.1.text.token5	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:669.1.text.token2	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:738.1.text.token9	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:945.1.text.token8	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1113.1.text.token5	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1128.1.text.token6	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1211.1.text.token8	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1214.1.text.token2	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1220.1.text.token5	γε	γε
γ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1236.1.text.token5	γε	γε
δαίμον’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:910.1.text.token4		δαίμον’
δείν’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:723.1.text.token4		δείν’
δεῦρ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:342.1.text.token4	δεῦρο	δεῦρο
διείποιμ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:22.1.text.token3		διείποιμ’
δι’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:864.1.text.token2	διά	διά
δι’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1019.1.text.token4	διά	διά
δραστέ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1204.1.text.token2		δραστέ’
δρῶσ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:808.1.text.token2		δρῶσ’
δάμαρτ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:428.1.text.token1		δάμαρτ’
δέξεσθ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:922.1.text.token1		δέξεσθ’
δέσποιν’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:370.1.text.token1		δέσποιν’
δέσποιν’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:434.1.text.token4		δέσποιν’
δέσποιν’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:472.1.text.token5		δέσποιν’
δύναιτ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:743.1.text.token4		δύναιτ’
δύσκριτ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:949.1.text.token1		δύσκριτ’
δύ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:539.1.text.token3	δύο	δύο
δώδεκ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:760.1.text.token3	δώδεκα	δώδεκα
δώρημ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:603.1.text.token1		δώρημ’
δώρημ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:776.1.text.token1		δώρημ’
δῆτ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:76.1.text.token3	δῆτα	δῆτα
δῆτ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:400.1.text.token4	δῆτα	δῆτα
δῆτ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:630.1.text.token2	δῆτα	δῆτα
δῆτ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:1208.1.text.token2	δῆτα	δῆτα
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:18.1.text.token2	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:26.1.text.token2	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:36.1.text.token2	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:40.1.text.token7	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:43.1.text.token2	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:52.1.text.token2	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:56.1.text.token2	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:58.1.text.token2	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:63.1.text.token5	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:88.1.text.token2	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:90.1.text.token2	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:114.1.text.token8	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:122.1.text.token8	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:134.1.text.token4	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:142.1.text.token5	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:154.1.text.token2	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:161.1.text.token2	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:162.1.text.token6	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:199.1.text.token4	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:250.1.text.token6	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:264.1.text.token4	δέ	δέ
δ’	urn:cts:greekLit:tlg0011.tlg001.fu-sp.tok:268.1.text.token4	δέ	δέ
