Βιστόνων	*bi/stones	none-found	n-p---mg-
Γοργόν’	*gorgw/n	none-found	n-s---fa-
Γοργόν’	*gorgw/n	none-found	n-s---fd-
Γοργόν’	*gorgw/n	none-found	n-d---fn-
Γοργόν’	*gorgw/n	none-found	n-d---fv-
Γοργόν’	*gorgw/n	none-found	n-d---fa-
Εὐρυσθεῖ	*eu)rusqeu/s	none-found	n-s---md-
Εὐρυσθέως	*eu)rusqeu/s	none-found	n-s---mg-
Εὐρυσθέως	*eu)rusqeu/s	none-found	n-s---mg-
Εὐρυσθέως	*eu)rusqeu/s	none-found	n-s---mn-
Θεσσαλίς	*qessali/s	none-found	n-s---fn-
Θρῃκίας	*qra|ki/a	none-found	n-p---fa-
Θρῃκίας	*qra|ki/a	none-found	n-s---fg-
Θρῃκίας	*qra|ki/a	none-found	n-p---fa-
Θρῃκίας	*qra|ki/a	none-found	n-s---fg-
Θρῃκίας	*qrh/|kios	none-found	a-p---fa-
Θρῃκίας	*qrh/|kios	none-found	a-s---fg-
Θρῄκης	*qra|ki/a	none-found	n-s---fg-
Καρνείου	*ka/rneia	none-found	n-s---ng-
Λάρισαν	*la/rissa	none-found	n-s---fa-
Πελίου	*peli/hs	none-found	n-s---mg-
Πελίου	pelio/w	none-found	v2spma---
Πελίου	pelio/w	none-found	v3siia---
Πηλιάσιν	*phli/as-pl	none-found	n-p---fd-
Πηλιάσιν	*phlia/s-pl	none-found	n-p---fd-
Σθενέλου	*sqe/nelos	none-found	n-s---mg-
Τιρυνθία	*tiru/nqios	none-found	a-d---fn-
Τιρυνθία	*tiru/nqios	none-found	a-d---fv-
Τιρυνθία	*tiru/nqios	none-found	a-d---fa-
Τιρυνθία	*tiru/nqios	none-found	a-s---fn-
Τιρυνθία	*tiru/nqios	none-found	a-s---fv-
Τιρυνθίῳ	*tiru/nqios	none-found	a-s---md-
Τιρυνθίῳ	*tiru/nqios	none-found	a-s---nd-
Φέρητος	*fe/rhs	none-found	n-s---mg-
γηράσκετ’	ghra/w	none-found	v3siie---
γηράσκετ’	ghra/w	none-found	v2piia---
γνησίως	gnhsio/w	none-found	v2siia---
δοκῶ	doko/n	none-found	n-s---ng-
δοκῶν	doko/n	none-found	n-p---ng-
δωμάτων	dwmato/w	none-found	v3piia---
δωμάτων	dwmato/w	none-found	v1siia---
εἰσιδεῖν	ei)s-i)de/w	none-found	v--pna---
εὔνουν	eu)/nous	none-found	n-s---ma-
εὔνουν	eu)/nous	none-found	n-s---fa-
εὔνουν	eu)/nous	none-found	n-s---nn-
εὔνουν	eu)/nous	none-found	n-s---nv-
εὔνουν	eu)/nous	none-found	n-s---na-
ζῴης	zwh/	none-found	n-s---fg-
θανεῖν	qnh/skw	none-found	v--ana---
θανουμένη	qnh/skw	none-found	v-sfpmfn-
θανουμένη	qnh/skw	none-found	v-sfpmfv-
θανούσης	qnh/skw	none-found	v-sapafg-
θανοῦσα	qnh/skw	none-found	v-sapafn-
θανοῦσα	qnh/skw	none-found	v-sapafv-
θανοῦσαν	qnh/skw	none-found	v-sapafa-
θανοῦσ’	qnh/skw	none-found	v-sapafn-
θανοῦσ’	qnh/skw	none-found	v-sapafv-
θανοῦσ’	qnh/skw	none-found	v-papamd-
θανοῦσ’	qnh/skw	none-found	v-papand-
θανοῦσ’	qnh/skw	none-found	v-papafn-
θανοῦσ’	qnh/skw	none-found	v-papafv-
