form	token_urn	expanded_form	presentation_form
Αἴγισθ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1612.1.text.token1		Αἴγισθ’
Λύκει’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1257.1.text.token3		Λύκει’
Μοῖρ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:130.1.text.token2		Μοῖρ’
Μοῖρ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1451.1.text.token1		Μοῖρ’
Τευκρίδ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:112.1.text.token3		Τευκρίδ’
αἷμ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:715.1.text.token2		αἷμ’
αἷμ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1338.1.text.token5		αἷμ’
αἷμ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1460.1.text.token2		αἷμ’
αὐτίκ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1596.1.text.token4		αὐτίκ’
γυναῖκ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:260.1.text.token1		γυναῖκ’
γένοιτ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:20.1.text.token4		γένοιτ’
γένοιτ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:252.1.text.token8		γένοιτ’
γένοιτ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:347.1.text.token1		γένοιτ’
γένοιτ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1508.1.text.token2		γένοιτ’
γ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:368.1.text.token3	γε	γε
γ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:541.1.text.token3	γε	γε
γ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:934.1.text.token5	γε	γε
γ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:939.1.text.token4	γε	γε
γ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:943.1.text.token6	γε	γε
γ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1115.1.text.token4	γε	γε
γ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1188.1.text.token4	γε	γε
γ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1241.1.text.token2	γε	γε
γ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1249.1.text.token5	γε	γε
γ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1254.1.text.token4	γε	γε
γ’	urn:cts:greekLit:tlg0085.tlg005.fu-sp.tok:1267.1.text.token6	γε	γε
