token_urn	surface_form	normalized_form	reason
// The pound sign "	" is used as a column divider.	" is used as a column divider.	no_match_in_morph_dict
	!cexversion	!cexversion	no_match_in_morph_dict
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	Hansen & Quinn sentences	Hansen & Quinn sentences	no_match_in_morph_dict
urn	urn:cite2:furman:cex.2026:teaching	urn:cite2:furman:cex.2026:teaching	no_match_in_morph_dict
license	Creative Commons Attribution Share Alike	Creative Commons Attribution Share Alike	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:	chapter/sentence	chapter/sentence	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:1.9.token.2	Ὅμηρε	Ὅμηρε	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:2.2.token.5	ἐπεμψεν	ἐπεμψεν	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:2.5.token.7	ἐλύομεν	ἐλύομεν	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:2.6.token.8	ἐπαίδευσας	ἐπαίδευσας	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:2.10.token.4	ἐκελεύσατε	ἐκελεύσατε	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:2.12.token.7	ἐπαίδευε	ἐπαίδευε	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:2.15.token.14	ἐκελεύομεν	ἐκελεύομεν	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:2.17.token.12	ἐπαίδευον	ἐπαίδευον	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:2.18.token.5	κελεύσουσι	κελεύσουσι	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:2.21.token.14	ἄνθρώπους	ἄνθρώπους	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:2.21.token.15	ἐπαίδευες	ἐπαίδευες	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:2.22.token.4	πόλεμους	πόλεμους	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:3.1.token.12	παύσωσιν	παύσωσιν	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:3.2.token.4	παύσωσιν	παύσωσιν	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:3.3.token.8	λύσαιεν	λύσαιεν	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:3.4.token.8	λύοιτε	λύοιτε	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:3.5.token.6	πεπόμφασιν	πεπόμφασιν	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:3.6.token.10	παιδεύητε	παιδεύητε	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:3.6.token.14	φυλάξουσι	φυλάξουσι	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:3.8.token.20	πεφυλάχασιν	πεφυλάχασιν	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:3.9.token.5	ἐλελύκεσαν	ἐλελύκεσαν	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:3.11.token.6	ἐπεπαύκεμεν	ἐπεπαύκεμεν	no_match_in_morph_dict
urn:cts:fuTeaching:blackwell.hq.2026:3.12.token.7	ἐφυλάξαμεν	ἐφυλάξαμεν	no_match_in_morph_dict
