token_urn	surface_form	normalized_form	reason
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	Aristotle, Poetics	Aristotle, Poetics	no_match_in_morph_dict
urn	urn:cite2:cex:fufolio.2026:aristotle_poetics	urn:cite2:cex:fufolio.2026:aristotle_poetics	no_match_in_morph_dict
license	CC Share Alike. For details, see more info.	CC Share Alike. For details, see more info.	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:	section/subsection	section/subsection	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:1.4.token46	δ ̓	δ ̓	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:1.4.token50	μεμιγμένοις	μεμιγμένοις	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:1.7.token15	μιγνῦσα	μιγνῦσα	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:1.7.token16	μετ ̓	μετ ̓	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:1.7.token19	εἴθ ̓	εἴθ ̓	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:1.8.token10	Ξενάρχου	Ξενάρχου	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:1.11.token23	Ἐμπεδοκλεῖ	Ἐμπεδοκλεῖ	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:1.12.token9	μιγνύων	μιγνύων	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:1.12.token15	Χαιρήμων	Χαιρήμων	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:1.12.token35	διωρίσθω	διωρίσθω	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:2.1.token38	καθ ̓	καθ ̓	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:2.5.token15	Κλεοφῶν	Κλεοφῶν	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:2.5.token19	Ἡγήμων	Ἡγήμων	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:2.5.token29	Νικοχάρης	Νικοχάρης	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:2.5.token32	Δηλιάδα	Δηλιάδα	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:2.6.token16	Τιμόθεος	Τιμόθεος	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:3.3.token12	κατ ̓	κατ ̓	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:3.4.token10	Σοφοκλῆς	Σοφοκλῆς	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:3.4.token19	Ἀριστοφάνει·	Ἀριστοφάνει·	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:3.5.token25	παρ ̓	παρ ̓	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:3.5.token38	Ἐπίχαρμος	Ἐπίχαρμος	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:3.5.token45	Χωνίδου	Χωνίδου	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:4.3.token19	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:4.4.token18	ἀλλ ̓	ἀλλ ̓	no_match_in_morph_dict
urn:cts:greekLit:tlg0086.tlg034.bekker_fu:4.7.token32	μάλιστα	μάλιστα	no_match_in_morph_dict
