token_urn	surface_form	normalized_form	reason
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	New Testament: Matthew	New Testament: Matthew	no_match_in_morph_dict
urn	urn:cite2:cex:fufolio.2026:nt_matthew	urn:cite2:cex:fufolio.2026:nt_matthew	no_match_in_morph_dict
license	CC Share Alike. For details, see more info.	CC Share Alike. For details, see more info.	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:	chapter/verse	chapter/verse	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.title.token2	Μαθθαῖον	Μαθθαῖον	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.1.token6	Δαυεὶδ	Δαυείδ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.1.token8	Ἀβρααμ	Ἀβρααμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.2.token1	Ἀβραὰμ	Ἀβραάμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.2.token4	Ἰσαάκ	Ἰσαάκ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.2.token6	Ἰσαὰκ	Ἰσαάκ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.2.token10	Ἰακώβ	Ἰακώβ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.2.token12	Ἰακὼβ	Ἰακώβ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.2.token16	Ἰούδαν	Ἰούδαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.3.token1	Ἰούδας	Ἰούδας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.3.token5	Φαρὲς	Φαρές	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.3.token8	Ζαρὰ	Ζαρά	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.3.token11	Θάμαρ	Θάμαρ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.3.token13	Φαρὲς	Φαρές	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.3.token17	Ἑσρώμ	Ἑσρώμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.3.token19	Ἑσρὼμ	Ἑσρώμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.3.token23	Ἀράμ	Ἀράμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.4.token1	Ἀρὰμ	Ἀράμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.4.token5	Ἀμιναδάβ	Ἀμιναδάβ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.4.token7	Ἀμιναδὰβ	Ἀμιναδάβ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.4.token11	Ναασσών	Ναασσών	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.4.token13	Ναασσὼν	Ναασσών	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.4.token17	Σαλμών	Σαλμών	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.5.token1	Σαλμὼν	Σαλμών	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.5.token5	Βοὲς	Βοές	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.5.token8	Ῥαχάβ	Ῥαχάβ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.5.token10	Βοὲς	Βοές	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.5.token14	Ἰωβὴδ	Ἰωβήδ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.5.token17	Ῥούθ	Ῥούθ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.5.token19	Ἰωβὴδ	Ἰωβήδ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.5.token23	Ἰεσσαί	Ἰεσσαί	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.6.token1	Ἰεσσαὶ	Ἰεσσαί	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.6.token5	Δαυεὶδ	Δαυείδ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.6.token9	Δαυεὶδ	Δαυείδ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.6.token13	Σολομῶνα	Σολομῶνα	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.7.token1	Σολομὼν	Σολομών	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.7.token5	Ῥοβοάμ	Ῥοβοάμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.7.token7	Ῥοβοὰμ	Ῥοβοάμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.7.token11	Ἀβιά	Ἀβιά	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.7.token13	Ἀβιὰ	Ἀβιά	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.7.token17	Ἀσάφ	Ἀσάφ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.7.token19	Ἀσὰφ	Ἀσάφ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.7.token23	Ἰωσαφάτ	Ἰωσαφάτ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.8.token1	Ἰωσαφὰτ	Ἰωσαφάτ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.8.token5	Ἰωράμ	Ἰωράμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.8.token7	Ἰωρὰμ	Ἰωράμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.8.token11	Ὀζείαν	Ὀζείαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.9.token1	Ὀζείας	Ὀζείας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.9.token5	Ἰωαθάμ	Ἰωαθάμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.9.token7	Ἰωαθὰμ	Ἰωαθάμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.9.token11	Ἄχας	Ἄχας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.9.token13	Ἄχας	Ἄχας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.9.token17	Ἑζεκίαν	Ἑζεκίαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.10.token1	Ἑζεκίας	Ἑζεκίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.10.token5	Μανασσῆ	Μανασσῆ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.10.token7	Μανασσῆς	Μανασσῆς	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.10.token17	Ἰωσείαν	Ἰωσείαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.11.token1	Ἰωσείας	Ἰωσείας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.11.token5	Ἰεχονίαν	Ἰεχονίαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.12.token6	Ἰεχονίας	Ἰεχονίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.12.token9	Σαλαθιήλ	Σαλαθιήλ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.12.token11	Σαλαθιὴλ	Σαλαθιήλ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.12.token15	Ζοροβάβελ	Ζοροβάβελ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.13.token1	Ζοροβάβελ	Ζοροβάβελ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.13.token5	Ἀβιούδ	Ἀβιούδ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.13.token7	Ἀβιοὺδ	Ἀβιούδ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.13.token11	Ἐλιακείμ	Ἐλιακείμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.13.token13	Ἐλιακεὶμ	Ἐλιακείμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.13.token17	Ἀζώρ	Ἀζώρ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.14.token1	Ἀζὼρ	Ἀζώρ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.14.token5	Σαδώκ	Σαδώκ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.14.token7	Σαδὼκ	Σαδώκ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.14.token11	Ἀχείμ	Ἀχείμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.14.token13	Ἀχεὶμ	Ἀχείμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.14.token17	Ἐλιούδ	Ἐλιούδ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.15.token1	Ἐλιοὺδ	Ἐλιούδ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.15.token5	Ἐλεάζαρ	Ἐλεάζαρ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.15.token7	Ἐλεάζαρ	Ἐλεάζαρ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg001.wh:1.15.token11	Μαθθάν	Μαθθάν	no_match_in_morph_dict
