Αἰακιδᾶν	*ai)aki/dhs	none-found	n-p---mg-
Δαναῶν	*danao/s	none-found	n-p---mg-
Κνώσι’	*knw/sios	none-found	n-s---mv-
Κρήσσης	*krh/ssh	none-found	n-s---fg-
Νύσια	*nu/sios	none-found	a-p---nn-
Νύσια	*nu/sios	none-found	a-p---nv-
Νύσια	*nu/sios	none-found	a-p---na-
Σκαμάνδριοι	*skama/ndrios	none-found	n-p---mn-
Σκαμάνδριοι	*skama/ndrios	none-found	n-p---mv-
Σκαμάνδριοι	*skama/ndrios	none-found	n-p---fn-
Σκαμάνδριοι	*skama/ndrios	none-found	n-p---fv-
Τεύκρου	*teu=kros	none-found	n-s---mg-
Τεύκρῳ	*teu=kros	none-found	n-s---md-
Τεῦκρε	*teu=kros	none-found	n-s---mv-
Τεῦκρον	*teu=kros	none-found	n-s---ma-
Τεῦκρος	*teu=kros	none-found	n-s---mn-
Τυρσηνικῆς	*turhhno/s	none-found	a-s---fg-
Τυρσηνικῆς	*turshniko/s	none-found	a-s---fg-
Τέκμησσα	*te/kmhssa	none-found	n-s---fn-
Τέκμησσα	*te/kmhssa	none-found	n-s---fv-
Τέκμησσαν	*te/kmhssa	none-found	n-s---fa-
αἰκίζει	ai)ki/zomai	none-found	v2spie---
αἰκίζεται	ai)ki/zomai	none-found	v3spie---
αἰκίσῃ	ai)ki/zomai	none-found	v2sase---
αἰκίσῃ	ai)ki/zomai	none-found	v2sfie---
βαρβάρου	barbaro/w	none-found	v2spma---
βαρβάρου	barbaro/w	none-found	v3siia---
βοᾷ	boei/h	none-found	n-s---fd-
γοργῶπις	gorgw=pis	none-found	n-s---fn-
δοκῶ	doko/n	none-found	n-s---ng-
δοκῶν	doko/n	none-found	n-p---ng-
δορυσσοήτων	dorusso/hs	none-found	n-p---mg-
δούλη	dou/lh	none-found	n-s---fn-
δούλη	dou/lh	none-found	n-s---fv-
δωμάτων	dwmato/w	none-found	v3piia---
δωμάτων	dwmato/w	none-found	v1siia---
εἰρκτέον	ei(rkte/os	none-found	n-s---ma-
εἰρκτέον	ei(rkte/os	none-found	n-s---fa-
εἰρκτέον	ei(rkte/os	none-found	n-s---nn-
εἰρκτέον	ei(rkte/os	none-found	n-s---nv-
εἰρκτέον	ei(rkte/os	none-found	n-s---na-
εἰσιδεῖν	ei)s-i)de/w	none-found	v--pna---
εἶρξαι	e)/rgnumi	none-found	v2srie---
εὐνούστατον	eu)/nous	none-found	a-s---ma-
εὐνούστατον	eu)/nous	none-found	a-s---nn-
εὐνούστατον	eu)/nous	none-found	a-s---nv-
εὐνούστατον	eu)/nous	none-found	a-s---na-
θανεῖν	qnh/skw	none-found	v--ana---
θανεῖται	qnh/skw	none-found	v3sfim---
θανοῦσιν	qnh/skw	none-found	v-papamd-
θανοῦσιν	qnh/skw	none-found	v-papand-
θανοῦσί	qnh/skw	none-found	v-papamd-
θανοῦσί	qnh/skw	none-found	v-papand-
θανόντα	qnh/skw	none-found	v-papann-
θανόντα	qnh/skw	none-found	v-papanv-
θανόντα	qnh/skw	none-found	v-papana-
θανόντα	qnh/skw	none-found	v-sapama-
θανόντας	qnh/skw	none-found	v-papama-
θανόντες	qnh/skw	none-found	v-papamn-
θανόντες	qnh/skw	none-found	v-papamv-
θανόντι	qnh/skw	none-found	v-sapamd-
θανόντι	qnh/skw	none-found	v-sapand-
θανόντος	qnh/skw	none-found	v-sapamg-
θανόντος	qnh/skw	none-found	v-sapang-
θανόντ’	qnh/skw	none-found	v-papann-
θανόντ’	qnh/skw	none-found	v-papanv-
θανόντ’	qnh/skw	none-found	v-papana-
θανόντ’	qnh/skw	none-found	v-sapama-
θανόντ’	qnh/skw	none-found	v-sapamd-
θανόντ’	qnh/skw	none-found	v-sapand-
θανόντ’	qnh/skw	none-found	v-dapamn-
θανόντ’	qnh/skw	none-found	v-dapamv-
θανόντ’	qnh/skw	none-found	v-dapama-
θανόντ’	qnh/skw	none-found	v-dapann-
θανόντ’	qnh/skw	none-found	v-dapanv-
θανόντ’	qnh/skw	none-found	v-dapana-
θανών	qnh/skw	none-found	v-sapamn-
θαπτέον	qapte/os	none-found	n-s---ma-
θαπτέον	qapte/os	none-found	n-s---fa-
θαπτέον	qapte/os	none-found	n-s---nn-
θαπτέον	qapte/os	none-found	n-s---nv-
θαπτέον	qapte/os	none-found	n-s---na-
θάνοι	qnh/skw	none-found	v3saoa---
θάνοιμι	qnh/skw	none-found	v1saoa---
θάνω	qnh/skw	none-found	v1sasa---
θάνῃ	qnh/skw	none-found	v2sase---
θάνῃ	qnh/skw	none-found	v3sasa---
θάνῃς	qnh/skw	none-found	v2sasa---
κακόθρους	kako/qrous	none-found	n-p---mn-
κακόθρους	kako/qrous	none-found	n-p---fn-
κακόθρους	kako/qrous	none-found	n-s---mn-
κακόθρους	kako/qrous	none-found	n-s---mv-
κακόθρους	kako/qrous	none-found	n-s---fn-
κακόθρους	kako/qrous	none-found	n-s---fv-
κακῇ	kaka/zw	none-found	v2sfim---
κακῇ	kaka/zw	none-found	v3sfia---
κακῶν	kaka/zw	none-found	v-sfpamv-
κακῶν	kaka/zw	none-found	v-sfpann-
κακῶν	kaka/zw	none-found	v-sfpanv-
κακῶν	kaka/zw	none-found	v-sfpana-
κακῶν	kaka/zw	none-found	v-sfpamn-
κακῷ	kaka/zw	none-found	v3sfoa---
κατθανεῖν	kataqnh/skw	none-found	v--ana---
καίτοι	kai/toi	none-found	g--------
κοινόπλουν	koino/plous	none-found	n-s---ma-
κοινόπλουν	koino/plous	none-found	n-s---fa-
κοινόπλουν	koino/plous	none-found	n-s---nn-
κοινόπλουν	koino/plous	none-found	n-s---nv-
κοινόπλουν	koino/plous	none-found	n-s---na-
κολεῶν	kolea/zw	none-found	v-sfpamv-
κολεῶν	kolea/zw	none-found	v-sfpann-
κολεῶν	kolea/zw	none-found	v-sfpanv-
κολεῶν	kolea/zw	none-found	v-sfpana-
κολεῶν	kolea/zw	none-found	v-sfpamn-
κἀνήρετ’	a)ne/romai	none-found	v3saim---
κάτω	kato/w	none-found	v2spma---
κάτω	kato/w	none-found	v3siia---
λίσσομαί	li/zw	none-found	v1sasm---
λίσσομαί	li/zw	none-found	v1sfim---
μαιμῶσαν	maima/zw	none-found	v-sfpafa-
μαντεύεται	manteu/w	none-found	v3spie---
μάλιστα	ma/lista	none-found	d--------
ναυτικοῖς	nautiko/n	none-found	n-p---nd-
ναυτικά	nautiko/n	none-found	n-p---nn-
ναυτικά	nautiko/n	none-found	n-p---nv-
ναυτικά	nautiko/n	none-found	n-p---na-
ξυρεῖ	cura/w	none-found	v2spie---
ξυρεῖ	cura/w	none-found	v3spia---
οἰκτίρω	oi)ktei/rw	none-found	v1spsa---
οἰκτίρω	oi)ktei/rw	none-found	v1spia---
οἰκτίρω	oi)ktei/rw	none-found	v1sasa---
οἰκτίρω	oi)ktei/rw	none-found	v2saim---
οἴκτιρε	oi)ktei/rw	none-found	v2spma---
οἴκτιρε	oi)ktei/rw	none-found	v3siia---
οἴκτιρε	oi)ktei/rw	none-found	v3saia---
οἵως	oi(/ws	none-found	d--------
οὔθ’	ou)/ti	none-found	d--------
οὔτ’	ou)/ti	none-found	d--------
παγχρύσοις	pa/gxrusos	none-found	n-p---md-
παγχρύσοις	pa/gxrusos	none-found	n-p---fd-
παγχρύσοις	pa/gxrusos	none-found	n-p---nd-
πανύστατον	panu/staton	none-found	d--------
πλάταν	pla/ths	none-found	n-s---ma-
πλάταν	pla/ths	none-found	n-s---ma-
πονεῖ	pone/omai	none-found	v2spie---
πριαίμην	pri/amai	none-found	v1spom---
προνούστερος	pro/nous	none-found	a-s---mn-
προύφυ	pro/-fu/w	none-found	v3saia---
πόροι	po/rw	none-found	v3saoa---
σεσωσμένον	sw/zw	none-found	v-srpema-
σεσωσμένον	sw/zw	none-found	v-srpenn-
σεσωσμένον	sw/zw	none-found	v-srpenv-
σεσωσμένον	sw/zw	none-found	v-srpena-
σεσωσμένος	sw/zw	none-found	v-srpemn-
σιδηροβρῶτι	sidhrobrw=tis	none-found	n-s---fv-
σοῖς	se/w	none-found	v2spoa---
σοῦ	se/w	none-found	v2spme---
σοῦ	se/w	none-found	v2siie---
στρατοῦ	strata/w%	none-found	v2spme---
στρατῷ	strata/w%	none-found	v3spoa---
σχήσει	sxa/w	none-found	v3sasa---
σχήσει	sxa/w	none-found	v2sfim---
σχήσει	sxa/w	none-found	v3sfia---
σέβειν	se/bw	none-found	v--pna---
σέβων	se/bw	none-found	v-sppamn-
σῆς	se/w	none-found	v2spia---
σῆς	se/w	none-found	v2siia---
σῇ	se/w	none-found	v2spse---
σῇ	se/w	none-found	v2spie---
σῇ	se/w	none-found	v3spsa---
