urn:cts:fuTeaching:blackwell.hq.2026:1.1.token.1	ὁ	o(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---mn-
urn:cts:fuTeaching:blackwell.hq.2026:1.1.token.2	Ὅμηρος	*(/omhros	Ὅμηρος	*(/omhros	urn:cite2:hmt:lsj.chicago_md:n73492	n-s---mn-
urn:cts:fuTeaching:blackwell.hq.2026:1.1.token.3	τόν	to/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---ma-
urn:cts:fuTeaching:blackwell.hq.2026:1.1.token.4	ἄνθρωπον	a)/nqrwpon	ἄνθρωπος	a)/nqrwpos	urn:cite2:hmt:lsj.chicago_md:n8909	n-s---ma-
urn:cts:fuTeaching:blackwell.hq.2026:1.1.token.5	παιδεύει	paideu/ei	παιδεύω	paideu/w	urn:cite2:hmt:lsj.chicago_md:n76586	v3spia---
urn:cts:fuTeaching:blackwell.hq.2026:1.2.token.1	ὁ	o(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---mn-
urn:cts:fuTeaching:blackwell.hq.2026:1.2.token.2	Ὁμήρου	*(omh/rou	Ὅμηρος	*(/omhros	urn:cite2:hmt:lsj.chicago_md:n73492	n-s---mg-
urn:cts:fuTeaching:blackwell.hq.2026:1.2.token.3	ἀδελφός	a)delfo/s	ἀδελφός	a)delfo/s	urn:cite2:hmt:lsj.chicago_md:n1211	n-s---mn-
urn:cts:fuTeaching:blackwell.hq.2026:1.2.token.4	παιδεύει	paideu/ei	παιδεύω	paideu/w	urn:cite2:hmt:lsj.chicago_md:n76586	v3spia---
urn:cts:fuTeaching:blackwell.hq.2026:1.2.token.5	τόν	to/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---ma-
urn:cts:fuTeaching:blackwell.hq.2026:1.2.token.6	ἄνθρωπον	a)/nqrwpon	ἄνθρωπος	a)/nqrwpos	urn:cite2:hmt:lsj.chicago_md:n8909	n-s---ma-
urn:cts:fuTeaching:blackwell.hq.2026:1.3.token.1	τόν	to/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---ma-
