token_urn	surface_form	normalized_form	reason
	!cexversion	!cexversion	no_match_in_morph_dict
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	Epictetus Encheiridion	Epictetus Encheiridion	no_match_in_morph_dict
urn	urn:cite2:cex:fufolio.2020:epictetus_encheiridion	urn:cite2:cex:fufolio.2020:epictetus_encheiridion	no_match_in_morph_dict
license	CC Share Alike. For details, see more info.	CC Share Alike. For details, see more info.	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:	chapter/section	chapter/section	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.1.token6	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.1.token12	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.1.token15	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.1.token33	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.2.token4	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.2.token17	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.4.token1	τηλικούτων	τηλικούτων	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.4.token21	δʹ	δʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.4.token30	ταῦτʹ	ταῦτʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.4.token39	οὐδʹ	οὐδʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.4.token56	διʹ	διʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.5.token32	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.5.token37	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.5.token44	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:1.5.token52	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:2.1.token56	δʹ	δʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:2.2.token9	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:2.2.token18	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:2.2.token36	ἐφʹ	ἐφʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0557.tlg002.fucex:2.2.token44	ἐφʹ	ἐφʹ	no_match_in_morph_dict
