token_urn	surface_form	normalized_form	reason
	!cexversion	!cexversion	no_match_in_morph_dict
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	CEX Library created by CEXWriter	CEX Library created by CEXWriter	no_match_in_morph_dict
urn	urn:cite2:cex:TEMPCOLL.TEMPVERSION:TEMP_ID	urn:cite2:cex:TEMPCOLL.TEMPVERSION:TEMP_ID	no_match_in_morph_dict
license	Public Domain.	Public Domain.	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:	Plaintext	Plaintext	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.1.token.5	μοῦσα	μοῦσα	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.3.token.2	δʹ	δʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.4.token.2	δʹ	δʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.4.token.4	γʹ	γʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.6.token.1	ἀλλʹ	ἀλλʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.6.token.2	οὐδʹ	οὐδʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.11.token.1	ἔνθʹ	ἔνθʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.13.token.2	δʹ	δʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.14.token.2	πότνιʹ	πότνιʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.16.token.1	ἀλλʹ	ἀλλʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.18.token.4	οὐδʹ	οὐδʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.19.token.7	δʹ	δʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.20.token.5	δʹ	δʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.22.token.1	ἀλλʹ	ἀλλʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.22.token.6	τηλόθʹ	τηλόθʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.24.token.6	δʹ	δʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.26.token.1	ἔνθʹ	ἔνθʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.26.token.3	γʹ	γʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.26.token.6	παρήμενος	παρήμενος	no_match_in_morph_dict
urn:cts:greekLit:tlg0012.tlg002.murray:1.29.token.6	Αἰγίσθοιο	Αἰγίσθοιο	no_match_in_morph_dict
