token_urn	surface_form	normalized_form	reason
// The pound sign "	" is used as a column divider.	" is used as a column divider.	no_match_in_morph_dict
	!cexversion	!cexversion	no_match_in_morph_dict
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	Euripides, Bacchae	Euripides, Bacchae	no_match_in_morph_dict
urn	urn:cite2:furman:cex.2026:aristophanes_project	urn:cite2:furman:cex.2026:aristophanes_project	no_match_in_morph_dict
license	Creative Commons Attribution Share Alike	Creative Commons Attribution Share Alike	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu.sp.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:	line/speech/speaker,line/speech/text	line/speech/speaker,line/speech/text	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:1.1.text.token5	Θηβαίων	Θηβαίων	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:5.1.text.token2	Δίρκης	Δίρκης	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:5.1.text.token4	Ἰσμηνοῦ	Ἰσμηνοῦ	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:15.1.text.token1	Βάκτριά	Βάκτριά	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:35.1.text.token6	Καδμείων	Καδμείων	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:45.1.text.token8	ἄπο	ἄπο	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:48.1.text.token3	Θηβαίοισιν	Θηβαίοισιν	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:50.1.text.token6	Θηβαίων	Θηβαίων	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:61.1.text.token2	Πενθέως	Πενθέως	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:62.1.text.token3	βάκχαις	βάκχαις	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:62.1.text.token6	Κιθαιρῶνος	Κιθαιρῶνος	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:64.1.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:65.1.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:66.1.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:66.2.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:67.1.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:68.1.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:69.1.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:70.1.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:71.1.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:72.1.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg017.fu-sp.tok:73.1.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
