Αἰσχύλον	*ai)sxu/los	none-found	n-s---ma-
Γλαυκέτῃ	*glauke/ths	none-found	n-s---md-
Γοργόνος	*gorgw/n	none-found	n-s---fg-
Δία	*di/h	none-found	n-s---fn-
Δία	*di/h	none-found	n-s---fv-
Εὐβούλης	*eu)bou/lh	none-found	n-s---fg-
Θεονόη	*qeono/h	none-found	n-s---fn-
Θεονόη	*qeono/h	none-found	n-s---fv-
Θρᾷττα	*qra=|ssa-pl	none-found	n-s---fn-
Θρᾷττα	*qra=|ssa-pl	none-found	n-s---fv-
Θέογνις	*qe/ognis	none-found	n-s---mn-
Κιθαιρώνιος	*kiqairw/nios	none-found	a-s---mn-
Κλεισθένη	*kleisqe/nhs	none-found	n-d---mn-
Κλεισθένη	*kleisqe/nhs	none-found	n-d---mv-
Κλεισθένη	*kleisqe/nhs	none-found	n-d---ma-
Κλεισθένη	*kleisqe/nhs	none-found	n-s---ma-
Κλεισθένης	*kleisqe/nhs	none-found	n-p---ma-
Κλεισθένης	*kleisqe/nhs	none-found	n-p---mn-
Κλεισθένης	*kleisqe/nhs	none-found	n-p---mv-
Κλεισθένης	*kleisqe/nhs	none-found	n-s---mn-
Κλεοφῶν	*kleofw=n	none-found	n-s---mn-
Κλεωνύμου	*klew/numos	none-found	n-s---mg-
Κλεωνύμου	*klewnu/mhs	none-found	n-s---mg-
Κλείσθενες	*kleisqe/nhs	none-found	n-s---mv-
Κοθωκιδῶν	*koqw/kidai	none-found	n-p---mg-
Κοθωκιδῶν	*koqwki/dhs	none-found	n-p---mg-
Κρητικόν	*krhtiko/n	none-found	n-s---nn-
Κρητικόν	*krhtiko/n	none-found	n-s---nv-
Κρητικόν	*krhtiko/n	none-found	n-s---na-
Λύσιλλ’	*lu/silla	none-found	n-s---fn-
Λύσιλλ’	*lu/silla	none-found	n-s---fv-
Λύσιλλ’	*lu/silla	none-found	n-p---fn-
Λύσιλλ’	*lu/silla	none-found	n-p---fv-
Μανία	*mani/h	none-found	n-d---fn-
Μανία	*mani/h	none-found	n-d---fv-
Μανία	*mani/h	none-found	n-d---fa-
Μανία	*mani/h	none-found	n-s---fn-
Μανία	*mani/h	none-found	n-s---fv-
Μελανίππας	*melani/pph	none-found	n-p---fa-
Μελανίππας	*melani/pph	none-found	n-s---fg-
Μολοττικούς	*molottiko/s	none-found	a-p---ma-
Μουσῶν	*mou=sai	none-found	n-p---fg-
Μουσῶν	*mou=sai	none-found	n-p---fg-
Μουσῶν	mouso/omai	none-found	v-sppamv-
Μουσῶν	mouso/omai	none-found	v-sppann-
Μουσῶν	mouso/omai	none-found	v-sppanv-
Μουσῶν	mouso/omai	none-found	v-sppana-
Μουσῶν	mouso/omai	none-found	v-sppamn-
Μουσῶν	mouso/omai	none-found	v--pna---
Μοῦσα	*mou=sai	none-found	n-s---fn-
Μοῦσα	*mou=sai	none-found	n-s---fv-
Μοῦσα	*mou=sai	none-found	n-s---fn-
Μοῦσα	*mou=sai	none-found	n-s---fv-
Μίκκα	*mi/kka	none-found	n-s---fn-
Μίκκα	*mi/kka	none-found	n-s---fv-
Ναυσιμάχης	*nausima/xh	none-found	n-s---fg-
Νύμφαι	*nu/mfai	none-found	n-p---fn-
Νύμφαι	*nu/mfai	none-found	n-p---fv-
Νύμφαι	*nu/mfai	none-found	n-s---fd-
Νύμφαι	*nu/mfhs	none-found	n-s---md-
Νύμφας	*nu/mfai	none-found	n-p---fa-
Νύμφας	*nu/mfai	none-found	n-s---fg-
Νύμφας	*nu/mfhs	none-found	n-s---mn-
Ξενοκλέης	*cenoklh=s	none-found	n-s---mn-
Παύσων	*pau/swn	none-found	n-s---mn-
Παύσων	*pau/swn	none-found	n-s---mv-
Περσικάς	persikh/	none-found	n-p---fa-
Πηνελόπην	*phnelo/ph	none-found	n-s---fa-
Πρωτέας	*prwte/as	none-found	n-s---mn-
Τιμόκλει’	*timo/kleia	none-found	n-s---fn-
Τιμόκλει’	*timo/kleia	none-found	n-s---fv-
Τυνδάρειον	*tunda/reios	none-found	a-s---ma-
Τυνδάρειον	*tunda/reios	none-found	a-s---nn-
Τυνδάρειον	*tunda/reios	none-found	a-s---nv-
Τυνδάρειον	*tunda/reios	none-found	a-s---na-
Τυνδάρεως	*tunda/rews	none-found	n-p---ma-
Τυνδάρεως	*tunda/rews	none-found	n-s---mn-
Φαίδραν	*fai/drh	none-found	n-s---fa-
Φαίδραν	*fai=dras	none-found	n-s---ma-
Φαίδρας	*fai/drh	none-found	n-s---fg-
Φαίδρας	*fai=dras	none-found	n-s---mn-
Φερρέφαττα	*ferse/fassa-pl	none-found	n-s---fn-
Φερρέφαττα	*ferse/fassa-pl	none-found	n-s---fv-
Φιλοκλέης	*filoklh=s	none-found	n-s---mn-
Φιλίστη	*fili/sth	none-found	n-s---fn-
Φιλίστη	*fili/sth	none-found	n-s---fv-
Φρυνώνδας	*frunw/ndhs	none-found	n-p---ma-
Φρυνώνδας	*frunw/ndhs	none-found	n-s---mn-
Φρύνιχος	*fru/nixos	none-found	n-s---mn-
Χαρμῖνος	*xarmi=nos	none-found	n-s---mn-
βαρβάρων	barbaro/w	none-found	v3piia---
βαρβάρων	barbaro/w	none-found	v1siia---
βοᾷ	boei/h	none-found	n-s---fd-
γάργαλος	ga/rgalos	none-found	n-s---mn-
γύναιόν	gu/naion	none-found	n-s---nn-
γύναιόν	gu/naion	none-found	n-s---nv-
γύναιόν	gu/naion	none-found	n-s---na-
διανοεῖ	dianoe/omai	none-found	v2spie---
διανοεῖ	dianoe/omai	none-found	v2spie---
διανοεῖ	dianoe/omai	none-found	v3spia---
δοκῶ	doko/n	none-found	n-s---ng-
δοκῶν	doko/n	none-found	n-p---ng-
δούλη	dou/lh	none-found	n-s---fn-
δούλη	dou/lh	none-found	n-s---fv-
δούλης	dou/lh	none-found	n-s---fg-
δωμάτων	dwmato/w	none-found	v3piia---
δωμάτων	dwmato/w	none-found	v1siia---
εὐοῖ	eu)oi=	none-found	x--------
