Αἰγιναίαν	*ai)ginai/h	none-found	n-s---fa-
Αἰγινητῶν	*ai)ginh/ths	none-found	n-p---mg-
Αἰγινήταις	*ai)ginh/ths	none-found	n-p---md-
Αἰγινήτας	*ai)ginh/ths	none-found	n-p---ma-
Αἰγινήτας	*ai)ginh/ths	none-found	n-s---mn-
Αἰγινῆται	*ai)ginh/ths	none-found	n-p---mn-
Αἰγινῆται	*ai)ginh/ths	none-found	n-p---mv-
Αἰγινῆταί	*ai)ginh/ths	none-found	n-p---mn-
Αἰγινῆταί	*ai)ginh/ths	none-found	n-p---mv-
Αἰγιτίου	*ai)gi/tion	none-found	n-s---ng-
Αἰγάλεων	*ai)ga/leus	none-found	n-p---mg-
Αἰγίτιον	*ai)gi/tion	none-found	n-s---nn-
Αἰγίτιον	*ai)gi/tion	none-found	n-s---nv-
Αἰγίτιον	*ai)gi/tion	none-found	n-s---na-
Αἰειμνήστου	*ai)ei/mnhstos	none-found	n-s---mg-
Αἰθαιῆς	*ai)qaieu/s	none-found	n-p---mn-
Αἰθαιῆς	*ai)qaieu/s	none-found	n-p---mn-
Αἰθαιῆς	*ai)qaieu/s	none-found	n-p---mv-
Αἰθαιῆς	*ai)qaio/s	none-found	a-s---fg-
Αἰθιοπίας	*ai)qio/pios	none-found	a-p---fa-
Αἰθιοπίας	*ai)qio/pios	none-found	a-s---fg-
Αἰθιοπίας	*ai)qiopi/a	none-found	n-p---fa-
Αἰθιοπίας	*ai)qiopi/a	none-found	n-s---fg-
Αἰνησίου	*ai)nhsi/as	none-found	n-s---mg-
Αἰνιᾶνας	*ai)nia/n-pl	none-found	n-p---ma-
Αἰολικά	*ai)oliko/s	none-found	a-p---nn-
Αἰολικά	*ai)oliko/s	none-found	a-p---nv-
Αἰολικά	*ai)oliko/s	none-found	a-p---na-
Αἰολικά	*ai)oliko/s	none-found	a-d---fn-
Αἰολικά	*ai)oliko/s	none-found	a-d---fv-
Αἰολικά	*ai)oliko/s	none-found	a-d---fa-
Αἰολικά	*ai)oliko/s	none-found	a-s---fn-
Αἰολικά	*ai)oliko/s	none-found	a-s---fv-
Αἰολάδου	*ai)ola/dhs	none-found	n-s---mg-
Αἰολίδα	*ai)oli/dhs	none-found	n-s---mv-
Αἰολίδα	*ai)oli/dhs	none-found	n-s---mg-
