token_urn	surface_form	normalized_form	reason
// The pound sign "	" is used as a column divider.	" is used as a column divider.	no_match_in_morph_dict
	!cexversion	!cexversion	no_match_in_morph_dict
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	Aeschylus, Seven against Thebes	Aeschylus, Seven against Thebes	no_match_in_morph_dict
urn	urn:cite2:furman:cex.2026:aristophanes_project	urn:cite2:furman:cex.2026:aristophanes_project	no_match_in_morph_dict
license	Creative Commons Attribution Share Alike	Creative Commons Attribution Share Alike	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu.sp.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:	line/speech/speaker,line/speech/text	line/speech/speaker,line/speech/text	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:1.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:2.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:3.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:4.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:5.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:6.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:6.1.text.token1	Ἐτεοκλέης	Ἐτεοκλέης	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:7.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:8.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:9.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:9.1.text.token3	Καδμείων	Καδμείων	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:10.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:11.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:12.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:13.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:14.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:15.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:16.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
urn:cts:greekLit:tlg0085.tlg004.fu-sp.tok:17.1.speaker.token1	Ἐτεοκλής	Ἐτεοκλής	no_match_in_morph_dict
