token_urn	surface_form	normalized_form	reason
// The pound sign "	" is used as a column divider.	" is used as a column divider.	no_match_in_morph_dict
	!cexversion	!cexversion	no_match_in_morph_dict
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	Euripides, Suppliants	Euripides, Suppliants	no_match_in_morph_dict
urn	urn:cite2:furman:cex.2026:aristophanes_project	urn:cite2:furman:cex.2026:aristophanes_project	no_match_in_morph_dict
license	Creative Commons Attribution Share Alike	Creative Commons Attribution Share Alike	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:	line/speech/speaker,line/speech/text	line/speech/speaker,line/speech/text	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:4.text.token6	Πιτθέως	Πιτθέως	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:6.text.token5	Πανδίονος	Πανδίονος	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:12.text.token2	θανόντων	θανόντων	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:34.text.token6	οἰκτίρουσα	οἰκτίρουσα	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:36.text.token1	σέβουσα	σέβουσα	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:42.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:43.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:44.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:45.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:46.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:47.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:48.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:49.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:50.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:51.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:52.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:53.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:53.text.token1	προθέμαν	προθέμαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:54.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:55.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:56.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:57.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:58.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg008.fu.sp:59.speaker.token1	Χορός	Χορός	no_match_in_morph_dict
