token_urn	surface_form	normalized_form	reason
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	New Testament: John	New Testament: John	no_match_in_morph_dict
urn	urn:cite2:cex:fufolio.2026:nt_john	urn:cite2:cex:fufolio.2026:nt_john	no_match_in_morph_dict
license	CC Share Alike. For details, see more info.	CC Share Alike. For details, see more info.	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:	chapter/verse	chapter/verse	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.head.token.2	Ἰοάννην	Ἰοάννην	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.6.token.9	Ἰωάννης	Ἰωάννης	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.15.token.1	Ἰωάννης	Ἰωάννης	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.17.token.5	Μωϋσέως	Μωϋσέως	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.19.token.7	Ἰωάννου	Ἰωάννου	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.19.token.13	Ἱεροσολύμων	Ἱεροσολύμων	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.23.token.17	Ἠσαΐας	Ἠσαΐας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.24.token.6	Φαρισαίων	Φαρισαίων	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.26.token.4	Ἰωάννης	Ἰωάννης	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.28.token.3	Βηθανίᾳ	Βηθανίᾳ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.28.token.7	Ἰορδάνου	Ἰορδάνου	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.28.token.12	Ἰωάννης	Ἰωάννης	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.31.token.10	Ἰσραὴλ	Ἰσραήλ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.32.token.3	Ἰωάννης	Ἰωάννης	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.35.token.6	Ἰωάννης	Ἰωάννης	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.39.token.11	εἶδαν	εἶδαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.40.token.2	Ἀνδρέας	Ἀνδρέας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.40.token.14	Ἰωάννου	Ἰωάννου	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.41.token.15	Μεσσίαν	Μεσσίαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.42.token.18	Ἰωάννου	Ἰωάννου	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.43.token.7	Γαλιλαίαν	Γαλιλαίαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.44.token.6	Βηθσαϊδά	Βηθσαϊδά	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.44.token.11	Ἀνδρέου	Ἀνδρέου	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.45.token.4	Ναθαναὴλ	Ναθαναήλ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.45.token.11	Μωϋσῆς	Μωϋσῆς	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.45.token.23	Ἰωσὴφ	Ἰωσήφ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.45.token.26	Ναζαρέτ	Ναζαρέτ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.46.token.4	Ναθαναήλ	Ναθαναήλ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.46.token.7	Ναζαρὲτ	Ναζαρέτ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.47.token.5	Ναθαναὴλ	Ναθαναήλ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.47.token.16	Ἰσραηλίτης	Ἰσραηλίτης	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.48.token.3	Ναθαναήλ	Ναθαναήλ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.48.token.23	συκῆν	συκῆν	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.49.token.3	Ναθαναήλ	Ναθαναήλ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:1.49.token.18	Ἰσραήλ	Ἰσραήλ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:2.1.token.9	Κανὰ	Κανά	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:2.1.token.11	Γαλιλαίας	Γαλιλαίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:2.11.token.9	Κανὰ	Κανά	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:2.11.token.11	Γαλιλαίας	Γαλιλαίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:2.12.token.5	Καφαρναοὺμ	Καφαρναούμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:2.13.token.12	Ἱεροσόλυμα	Ἱεροσόλυμα	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:2.23.token.6	Ἱεροσολύμοις	Ἱεροσολύμοις	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.1.token.6	Φαρισαίων	Φαρισαίων	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.1.token.8	Νικόδημος	Νικόδημος	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.4.token.5	Νικόδημος	Νικόδημος	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.9.token.2	Νικόδημος	Νικόδημος	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.10.token.12	Ἰσραὴλ	Ἰσραήλ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.14.token.3	Μωϋσῆς	Μωϋσῆς	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.17.token.18	σωθῇ	σωθῇ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.23.token.5	Ἰωάννης	Ἰωάννης	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.23.token.8	Αἰνὼν	Αἰνών	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.23.token.11	Σαλείμ	Σαλείμ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.24.token.9	Ἰωάννης	Ἰωάννης	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg004.wh_fu:3.25.token.7	Ἰωάννου	Ἰωάννου	no_match_in_morph_dict
