token_urn	surface_form	normalized_form	reason
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	Hymn to Hermes, Greek	Hymn to Hermes, Greek	no_match_in_morph_dict
urn	urn:cite2:cex:fufolio.2026:plutarch_alexander	urn:cite2:cex:fufolio.2026:plutarch_alexander	no_match_in_morph_dict
license	CC Share Alike. For details, see more info.	CC Share Alike. For details, see more info.	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:	Plaintext	Plaintext	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:1.1.token.13	Πομπήϊος	Πομπήϊος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:1.2.token.27	παιδιά	παιδιά	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:2.1.token.16	Αἰακίδης	Αἰακίδης	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:2.1.token.29	θρᾴκῃ	θρᾴκῃ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:2.1.token.53	Ἀρύμβαν	Ἀρύμβαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:2.3.token.20	Ἀρίστανδρος	Ἀρίστανδρος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:2.3.token.22	Τελμησσεὺς	Τελμησσεύς	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:2.4.token.15	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:2.5.token.29	Κλώδωνές	Κλώδωνές	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:2.5.token.32	Μιμαλλόνες	Μιμαλλόνες	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:2.5.token.38	Ἠδωνίσι	Ἠδωνίσι	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:2.5.token.44	Θρῄσσαις	Θρῄσσαις	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:3.1.token.11	Χαίρωνα	Χαίρωνα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:3.1.token.28	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:3.2.token.6	Ἐρατοσθένης	Ἐρατοσθένης	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:3.2.token.38	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:3.2.token.48	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:3.3.token.21	Ἐφεσίας	Ἐφεσίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:3.3.token.27	Ἡγησίας	Ἡγησίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:3.5.token.8	Παρμενίωνος	Παρμενίωνος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:3.5.token.41	συγγεγεννημένον	συγγεγεννημένον	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:4.1.token.8	Λυσίππειοι	Λυσίππειοι	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:4.1.token.9	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:4.1.token.24	μάλισθ’	μάλισθ’	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:4.2.token.31	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:4.2.token.60	Ἀριστοξενείοις	Ἀριστοξενείοις	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:4.3.token.25	Θεόφραστος	Θεόφραστος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:4.5.token.58	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:4.5.token.62	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:4.5.token.65	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:4.5.token.71	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:5.2.token.27	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:5.2.token.47	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:5.4.token.23	Λεωνίδας	Λεωνίδας	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.2.token.18	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.2.token.30	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.2.token.46	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.2.token.50	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.2.token.53	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.2.token.66	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.3.token.1	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.3.token.5	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.3.token.8	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.3.token.14	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.3.token.15	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.3.token.27	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.3.token.28	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.3.token.34	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.3.token.37	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.3.token.43	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.5.token.45	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.5.token.49	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.5.token.52	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:6.5.token.62	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:7.1.token.55	Σοφοκλέα	Σοφοκλέα	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:7.2.token.8	Ἀριστοτέλην	Ἀριστοτέλην	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:7.2.token.19	Σταγειριτῶν	Σταγειριτῶν	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:7.2.token.25	Ἀριστοτέλης	Ἀριστοτέλης	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:7.3.token.9	Μίεζαν	Μίεζαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:7.3.token.16	Ἀριστοτέλους	Ἀριστοτέλους	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:7.4.token.16	Ἀριστοτέλους	Ἀριστοτέλους	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:7.4.token.31	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:7.4.token.33	Ἀριστοτέλει	Ἀριστοτέλει	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:7.4.token.80	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:7.5.token.8	Ἀριστοτέλης	Ἀριστοτέλης	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.1.token.11	Ἀριστοτέλης	Ἀριστοτέλης	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.2.token.16	Ἀριστοτέλους	Ἀριστοτέλους	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.2.token.36	Ὀνησίκριτος	Ὀνησίκριτος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.2.token.41	ἀλλων	ἀλλων	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.2.token.49	Ἅρπαλον	Ἅρπαλον	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.3.token.12	Σοφοκλέους	Σοφοκλέους	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.3.token.14	Αἰσχύλου	Αἰσχύλου	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.3.token.24	Ἀριστοτέλην	Ἀριστοτέλην	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.4.token.22	Ἀνάξαρχόν	Ἀνάξαρχόν	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.4.token.28	Ξενοκράτει	Ξενοκράτει	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.4.token.32	Δάνδαμις	Δάνδαμις	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:8.4.token.34	Καλανὸς	Καλανός	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.1.token.5	Βυζαντίους	Βυζαντίους	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.1.token.9	ἑκκαιδεκέτης	ἑκκαιδεκέτης	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.1.token.23	Μαίδων	Μαίδων	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.1.token.41	Ἀλεξανδρόπολιν	Ἀλεξανδρόπολιν	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.2.token.3	Χαιρωνείᾳ	Χαιρωνείᾳ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.2.token.20	Θηβαίων	Θηβαίων	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.2.token.31	Κηφισὸν	Κηφισόν	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.4.token.3	Ἄτταλος	Ἄτταλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.4.token.7	Κλεοπάτρας	Κλεοπάτρας	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.4.token.27	Ἄτταλος	Ἄτταλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.4.token.42	Κλεοπάτρας	Κλεοπάτρας	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.4.token.56	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.4.token.67	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.5.token.28	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.5.token.32	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.5.token.35	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.5.token.53	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.6.token.38	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.6.token.42	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.6.token.45	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.6.token.64	ἐμπέπληκας	ἐμπέπληκας	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:9.6.token.66	ʹ	ʹ	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:10.1.token.3	Πιξόδαρος	Πιξόδαρος	no_match_in_morph_dict
urn:cts:greekLit:tlg0007.tlg047.ziegler:10.1.token.9	ὑποδυόμενος	ὑποδυόμενος	no_match_in_morph_dict
