token_urn	surface_form	normalized_form	reason
// The pound sign "	" is used as a column divider.	" is used as a column divider.	no_match_in_morph_dict
	!cexversion	!cexversion	no_match_in_morph_dict
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	Euripides, Iphigenia among the Taurians	Euripides, Iphigenia among the Taurians	no_match_in_morph_dict
urn	urn:cite2:furman:cex.2026:aristophanes_project	urn:cite2:furman:cex.2026:aristophanes_project	no_match_in_morph_dict
license	Creative Commons Attribution Share Alike	Creative Commons Attribution Share Alike	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:	line/speech/speaker,line/speech/text	line/speech/speaker,line/speech/text	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:2.1.text.token.3	Οἰνομάου	Οἰνομάου	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:3.1.text.token.3	Ἀτρεὺς	Ἀτρεύς	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:3.1.text.token.6	Ἀτρέως	Ἀτρέως	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:5.1.text.token.2	Τυνδαρείας	Τυνδαρείας	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:22.1.text.token.6	Κλυταιμήστρα	Κλυταιμήστρα	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:34.1.text.token.5	ἱερέαν	ἱερέαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:41.1.text.token.2	ἔσωθεν	ἔσωθεν	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:54.1.text.token.5	θανούμενον	θανούμενον	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:56.1.text.token.1	τέθνηκ’	τέθνηκ’	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:58.1.text.token.1	θνῄσκουσι	θνῄσκουσι	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:68.1.speaker.token.1	Πυλάδης	Πυλάδης	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:69.1.text.token.1	Πυλάδη	Πυλάδη	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:71.1.speaker.token.1	Πυλάδης	Πυλάδης	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:73.1.speaker.token.1	Πυλάδης	Πυλάδης	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:75.1.speaker.token.1	Πυλάδης	Πυλάδης	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:75.1.text.token.2	κατθανόντων	κατθανόντων	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:76.1.speaker.token.1	Πυλάδης	Πυλάδης	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:88.1.text.token.6	ἄπο	ἄπο	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:95.1.text.token.1	Πυλάδη	Πυλάδη	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:102.1.text.token.1	θανούμεθ’	θανούμεθ’	no_match_in_morph_dict
urn:cts:greekLit:tlg0006.tlg013.fu.sp:102.1.text.token.5	θανεῖν	θανεῖν	no_match_in_morph_dict
