token_urn	surface_form	normalized_form	reason
	!cexversion	!cexversion	no_match_in_morph_dict
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	CEX Library created by CEXWriter	CEX Library created by CEXWriter	no_match_in_morph_dict
urn	urn:cite2:cex:TEMPCOLL.TEMPVERSION:TEMP_ID	urn:cite2:cex:TEMPCOLL.TEMPVERSION:TEMP_ID	no_match_in_morph_dict
license	Public Domain.	Public Domain.	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:	line	line	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:24.token.3	Περσαίου	Περσαίου	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:41.token.3	δαΐζετο	δαΐζετο	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:51.token.7	φαινολὶς	φαινολίς	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:60.token.1	Ῥείης	Ῥείης	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:61.token.1	ἤιξ’	ἤιξ’	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:67.token.2	ἀδινὴν	ἀδινήν	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:75.token.2	Ῥείης	Ῥείης	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:79.token.7	ἄκοιτιν	ἄκοιτιν	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:96.token.6	δαΐφρονος	δαΐφρονος	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:105.token.5	Ἐλευσινίδαο	Ἐλευσινίδαο	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:108.token.6	κουρήιον	κουρήιον	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:109.token.1	Καλλιδίκη	Καλλιδίκη	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:109.token.3	Κλεισιδίκη	Κλεισιδίκη	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:110.token.1	Καλλιθόη	Καλλιθόη	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:122.token.1	Δωσὼ	Δωσώ	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:123.token.3	Κρήτηθεν	Κρήτηθεν	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:126.token.3	Θόρικόνδε	Θόρικόνδε	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:128.token.3	ἐπηρτύνοντο	ἐπηρτύνοντο	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:137.token.8	οἰκτείρατε	οἰκτείρατε	no_match_in_morph_dict
urn:cts:greekLit:tlg0013.tlg002.fucex:143.token.4	στορέσαιμι	στορέσαιμι	no_match_in_morph_dict
