token_urn	surface_form	normalized_form	reason
// The pound sign "	" is used as a column divider.	" is used as a column divider.	no_match_in_morph_dict
	!cexversion	!cexversion	no_match_in_morph_dict
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	Aristophanes, Wealth	Aristophanes, Wealth	no_match_in_morph_dict
urn	urn:cite2:furman:cex.2026:aristophanes_project	urn:cite2:furman:cex.2026:aristophanes_project	no_match_in_morph_dict
license	Creative Commons Attribution Share Alike	Creative Commons Attribution Share Alike	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:	line/speech/speaker,line/speech/text	line/speech/speaker,line/speech/text	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:22.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:23.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:25.1.text.token.1	εὔνους	εὔνους	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:26.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:27.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:28.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:29.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:30.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:31.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:32.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:33.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:34.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:35.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:36.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:37.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:38.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:40.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:41.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:42.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:43.1.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
urn:cts:greekLit:tlg0019.tlg011.fucex:44.2.speaker.token.1	Χρεμύλος	Χρεμύλος	no_match_in_morph_dict
