urn:cts:greekLit:tlg0019.tlg009.fu.sp:115.1.text.token.1	κόρεις	ko/reis	κόρις	ko/ris	urn:cite2:hmt:lsj.chicago_md:n59124	n-p---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:115.1.text.token.2	ὀλίγιστοι	o)li/gistoi	ὀλίγιστος	o)li/gistos	urn:cite2:hmt:lsj.chicago_md:n72997	a-p---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:115.2.text.token.1	περί	peri/	περί	peri/	urn:cite2:hmt:lsj.chicago_md:n81017	r--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:115.2.text.token.2	ἐμοῦ	e)mou=	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mg-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:115.2.text.token.3	δ’	d'	δέ	de/	urn:cite2:hmt:lsj.chicago_md:n23596	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:115.2.text.token.4	οὐδείς	ou)dei/s	οὐδείς	ou)dei/s	urn:cite2:hmt:lsj.chicago_md:n75765	n-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:115.2.text.token.5	λόγος	lo/gos	λόγος	lo/gos	urn:cite2:hmt:lsj.chicago_md:n63772	n-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:116.1.text.token.1	ὦ	w)=	ὦ	w)=	urn:cite2:hmt:lsj.chicago_md:n116027	x--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:116.1.text.token.2	σχέτλιε	sxe/tlie	σχέτλιος	sxe/tlios	urn:cite2:hmt:lsj.chicago_md:n101849	a-s---mv-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:116.1.text.token.3	τολμήσεις	tolmh/seis	τολμάω	tolma/w	urn:cite2:hmt:lsj.chicago_md:n104225	v2sfia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:116.1.text.token.4	γάρ	ga/r	γάρ	ga/r	urn:cite2:hmt:lsj.chicago_md:n21618	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:116.1.text.token.5	ἰέναι	i)e/nai	εἶμι	ei)=mi	urn:cite2:hmt:lsj.chicago_md:n31131	v--pna---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:116.1.text.token.6	καὶ	kai\	καὶ	kai\	urn:cite2:hmt:lsj.chicago_md:n51951	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:116.1.text.token.7	σύ	su/	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----n-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:116.1.text.token.8	γε	ge	γε	ge	urn:cite2:hmt:lsj.chicago_md:n21705	g--------
